
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/22      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/23      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/24      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/25      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/26      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/27      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/28      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/29      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/30      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/31      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/32      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/33      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/34      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/35      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/36      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/37      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/38      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/39      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/40      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/41      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/42      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/43      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/44      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/45      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/46      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/47      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,GigabitEthernet0/0/48      ,hybrid,1,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,XGigabitEthernet0/0/1      ,desirable,1,1-4094,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,XGigabitEthernet0/0/2      ,desirable,1,1-4094,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,XGigabitEthernet0/0/3      ,-,0,-                               ,
SY-1#ZYL-3F-01#01-38U-NW-ACC-S5731,10.61.240.7,XGigabitEthernet0/0/4      ,-,0,-                               ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,Eth-Trunk127,trunk,1,1 1000-1066 1068-1108 1124 4000 ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/1,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/2,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/3,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/4,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/5,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/6,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/7,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/8,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/9,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/10,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/11,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/12,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/13,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/14,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/15,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/16,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/17,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/18,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/19,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/20,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/21,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/22,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/23,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/24,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/25,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/26,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/27,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/28,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/29,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/30,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/31,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/32,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/33,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/34,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/35,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/36,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/37,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/38,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/39,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/40,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/41,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/42,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/43,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/44,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/45,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/46,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/47,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet0/0/48,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/1,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/2,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/3,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/4,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/5,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/6,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/7,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/8,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/9,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/10,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/11,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/12,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/13,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/14,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/15,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/16,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/17,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/18,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/19,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/20,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/21,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/22,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/23,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/24,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/25,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/26,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/27,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/28,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/29,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/30,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/31,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/32,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/33,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/34,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/35,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/36,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/37,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/38,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/39,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/40,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/41,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/42,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/43,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/44,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/45,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/46,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/47,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,GigabitEthernet1/0/48,hybrid,1,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,XGigabitEthernet0/0/3,desirable,1,1-4094,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,XGigabitEthernet0/0/4,-,0,- ,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,XGigabitEthernet1/0/3,desirable,1,1-4094,
SY-1#ZYL-3F-02#01-18U-NW-ACC-S5731,10.61.240.221,XGigabitEthernet1/0/4,-,0,- ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,Eth-Trunk127               ,trunk,1,1 1000-1066 1068-1108 1124 4000 ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/1       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/2       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/3       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/4       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/5       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/6       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/7       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/8       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/9       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/10      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/11      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/12      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/13      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/14      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/15      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/16      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/17      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/18      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/19      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/20      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/21      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/22      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/23      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/24      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/25      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/26      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/27      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/28      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/29      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/30      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/31      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/32      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/33      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/34      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/35      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/36      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/37      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/38      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/39      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/40      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/41      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/42      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/43      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/44      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/45      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/46      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/47      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet0/0/48      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/1       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/2       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/3       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/4       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/5       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/6       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/7       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/8       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/9       ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/10      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/11      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/12      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/13      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/14      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/15      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/16      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/17      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/18      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/19      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/20      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/21      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/22      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/23      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/24      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/25      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/26      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/27      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/28      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/29      ,hybrid,1,-                               ,
SY-1#ZYL-3F-02#01-36U-NW-ACC-S5731,10.61.240.9,GigabitEthernet1/0/30      ,hybrid,1,-                               ,
